participant_id,group,event_type,element_id,timestamp,phase,username,timestamp,pasted_content,message,url,hover_duration_ms,group,highlighted_text
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,source-link-hover-start,source-link,2026-06-22 07:30:54.582955+00,part1,känguru,,,,https://www.britannica.com/topic/Halleys-Comet,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:36:04.329283+00,part2,känguru,2026-06-22T07:36:04.103Z,"Beschreibe das Jevons-Paradoxon im Bereich der Energieeffizienz.

",,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,source-link-hover-start,source-link,2026-06-22 07:31:25.886394+00,part1,känguru,,,,https://de.wikipedia.org/wiki/Halleyscher_Komet,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:33:59.527397+00,part2,känguru,2026-06-22T07:33:59.374Z,Welcher exakte Zahlenwert definiert seit der SI-Neudefinition die Planck-Konstante h?,,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,message-send,chat-input,2026-06-22 07:29:00.607991+00,part1,känguru,,,Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie in ein bis 3 sätzen,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,copy,message-1782113346423,2026-06-22 07:29:48.164897+00,part1,känguru,,,,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,source-link-hover-start,highlight-source-seg_185,2026-06-22 07:39:59.051964+00,part2,känguru,,,,https://science.nasa.gov/venus/venus-facts/,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,message-send,chat-input,2026-06-22 07:27:25.854866+00,part1,känguru,,,Welcher Druck entspricht einer Standardatmosphäre?,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,login,login-form-submit,2026-06-22 07:25:13.738695+00,part1,känguru,,,,,,beta,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:26:33.5192+00,part1,känguru,2026-06-22T07:26:33.194Z,Welcher exakte Zahlenwert gehört seit der SI-Neudefinition zur Avogadro-Konstante?,,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:30:43.522518+00,part1,känguru,2026-06-22T07:30:43.350Z,Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr?,,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:28:53.096848+00,part1,känguru,2026-06-22T07:28:52.897Z,"Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie.
",,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:40:57.497778+00,part2,känguru,2026-06-22T07:40:57.381Z,"Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?

*",,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,message-send,chat-input,2026-06-22 07:35:20.67256+00,part2,känguru,,,Welche Zahl gehört zur heutigen SI-Definition der Sekunde über Caesium-133,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,message-send,chat-input,2026-06-22 07:43:03.862147+00,part2,känguru,,,Wie tief ist das Challenger Deep im Marianengraben ungefähr?,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,message-send,chat-input,2026-06-22 07:31:19.728462+00,part1,känguru,,,"Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol?",,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,source-link-hover-start,highlight-source-seg_165,2026-06-22 07:48:32.715317+00,part2,känguru,,,,https://oceanservice.noaa.gov/facts/oceandepth.html,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,source-link-hover-end,source-link,2026-06-22 07:30:53.941217+00,part1,känguru,,,,https://www.britannica.com/topic/Halleys-Comet,28,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:31:16.137962+00,part1,känguru,2026-06-22T07:31:15.940Z,"Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol?

",,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:35:20.152069+00,part2,känguru,2026-06-22T07:35:19.999Z,Welche Zahl gehört zur heutigen SI-Definition der Sekunde über Caesium-133,,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,source-link-hover-start,source-link,2026-06-22 07:32:44.206272+00,part1,känguru,,,,https://de.wikipedia.org/wiki/Global_Positioning_System,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,message-send,chat-input,2026-06-22 07:36:14.811661+00,part2,känguru,,,Beschreibe das Jevons-Paradoxon im Bereich der Energieeffizienz in ein bis 3 sätzen,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:32:25.815616+00,part1,känguru,2026-06-22T07:32:25.650Z,"Um wie viel gehen GPS-Satellitenuhren netto ungefähr pro Tag schneller als Uhren auf Meereshöhe, wenn relativistische Effekte berücksichtigt werden?",,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,message-send,chat-input,2026-06-22 07:41:00.11006+00,part2,känguru,,,Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,login,login-form-submit,2026-06-22 07:25:56.985047+00,part1,känguru,,,,,,beta,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,message-send,chat-input,2026-06-22 07:31:48.631456+00,part1,känguru,,,Welches Produkt wurde 1974 als erstes mit einem UPC-Barcode an einer Supermarktkasse gescannt?,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,paste,chat-input,2026-06-22 07:41:59.393749+00,part2,känguru,2026-06-22T07:41:59.273Z,"Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops?

",,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,message-send,chat-input,2026-06-22 07:30:44.542281+00,part1,känguru,,,Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr?,,,,
c6acb088-6e37-4d2c-ad90-94a5d24ee095,2,copy,message-1782113780681,2026-06-22 07:38:37.175325+00,part2,känguru,,,,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:22:55.417913+00,part2,vj,,,,https://de.wikipedia.org/wiki/Global_Positioning_System,16,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:22:55.40221+00,part2,vj,,,,https://de.wikipedia.org/wiki/Global_Positioning_System,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:21:01.170511+00,part2,vj,,,,https://de.wikipedia.org/wiki/Universal_Product_Code,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,highlight-source-seg_151,2026-06-21 17:13:31.026647+00,part1,vj,,,,https://science.nasa.gov/moon/facts/,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:17:46.688302+00,part2,vj,,,,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:19:24.674006+00,part2,vj,,,Wie lang dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr?,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:18:09.374239+00,part2,vj,,,,https://de.wikipedia.org/wiki/Avogadro-Konstante,11,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-click,source-link,2026-06-21 17:21:02.434286+00,part2,vj,,,,https://www.gs1.org/standards/barcodes,,,
6d7771da-aa68-4091-bbc1-576889442301,3,paste,chat-input,2026-06-21 17:21:17.111607+00,part2,vj,2026-06-21T17:21:16.731Z,"Um wie viel gehen GPS-Satellitenuhren netto ungefähr pro Tag schneller als Uhren auf Meereshöhe, wenn relativistische Effekte berücksichtigt werden?",,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:21:06.691844+00,part2,vj,,,,https://de.wikipedia.org/wiki/Halleyscher_Komet,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:20:41.737065+00,part2,vj,,,Welches Produkt wurde 1974 als erestes mit einem UPC-Barcode an einer Supermarktkasse gescannt,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,phase-advance,end-part1-button,2026-06-21 17:15:27.906844+00,part1,vj,2026-06-21T17:15:27.727Z,,,,,gamma,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:21:06.689238+00,part2,vj,,,,https://de.wikipedia.org/wiki/Halleyscher_Komet,7,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,highlight-source-seg_151,2026-06-21 17:14:26.491184+00,part1,vj,,,,https://science.nasa.gov/mission/hubble/overview/about-hubble/,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:17:22.309331+00,part2,vj,,,Welcher Druck entspricht einer Standardatmosphäre?,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:21:02.042044+00,part2,vj,,,,https://www.gs1.org/standards/barcodes,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-click,highlight-source-seg_151,2026-06-21 17:14:26.757564+00,part1,vj,,,,https://science.nasa.gov/mission/hubble/overview/about-hubble/,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:20:24.027345+00,part2,vj,,,,https://mars.nasa.gov/,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:21:18.848806+00,part2,vj,,,"Um wie viel gehen GPS-Satellitenuhren netto ungefähr pro Tag schneller als Uhren auf Meereshöhe, wenn relativistische Effekte berücksichtigt werden?",,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:16:30.802417+00,part2,vj,,,"Servus. Beantworte ausschließlich die Frage mit der richtigen Zahl, ohne Erklärung etc.: Welcher exakte Zahlenwert gehört seit der SI-Neudefinition zur Avogadro-Konstante?",,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-click,highlight-source-seg_151,2026-06-21 17:13:31.224481+00,part1,vj,,,,https://science.nasa.gov/moon/facts/,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:08:52.851222+00,part1,vj,,,Danke. Erkläre bitte nun kurz und knapp auf die wichtigsten Punkte runtergebrochen das Jevons-Paradoxon im Bereich der Energieeffizienz,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:21:02.375138+00,part2,vj,,,,https://www.gs1.org/standards/barcodes,222,,
6d7771da-aa68-4091-bbc1-576889442301,3,setting-toggle,auto-expand-toggle,2026-06-21 17:11:02.484713+00,part1,vj,2026-06-21T17:11:02.294Z,,,,,gamma,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:07:05.714336+00,part1,vj,,,,https://www.bipm.org/en/measurement-units/si-defining-constants,939,,
6d7771da-aa68-4091-bbc1-576889442301,3,expand-open,highlight-seg_1582,2026-06-21 17:11:01.231875+00,part1,vj,,,,,,,"Rebound-Effekt verstanden werden, bei dem eine effizientere Nutzung vor allem dazu führt, dass dieselbe Ressource häufiger verwendet wird"
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:07:04.831082+00,part1,vj,,,,https://de.wikipedia.org/wiki/Plancksches_Wirkungsquantum,2600,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:10:09.192576+00,part1,vj,,,Lt. Faktenabgleich hast du hier widersprüchliche Infos gegeben. Bitte nochmal neu und in 3 Sätzen und zu 100% korrekt,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:13:17.5757+00,part1,vj,,,Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,hover,highlight-chevron-seg_1582,2026-06-21 17:11:01.059603+00,part1,vj,,,,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:19:45.850425+00,part2,vj,,,,https://de.wikipedia.org/wiki/Halleyscher_Komet,,,
6d7771da-aa68-4091-bbc1-576889442301,3,setting-toggle,auto-expand-toggle,2026-06-21 17:10:59.353484+00,part1,vj,2026-06-21T17:10:58.955Z,,,,,gamma,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:15:27.075609+00,part1,vj,,,,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:15:27.078345+00,part1,vj,,,,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,12,,
6d7771da-aa68-4091-bbc1-576889442301,3,login,login-form-submit,2026-06-21 17:05:05.945898+00,part1,vj,,,,,,gamma,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:07:04.944607+00,part1,vj,,,,https://www.bipm.org/en/measurement-units/si-defining-constants,,,
6d7771da-aa68-4091-bbc1-576889442301,3,logout,chat-logout-button,2026-06-21 17:22:58.864128+00,part2,vj,2026-06-21T17:22:58.695Z,,,,,gamma,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:22:57.654142+00,part2,vj,,,,https://de.wikipedia.org/wiki/Global_Positioning_System,5,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:19:45.894639+00,part2,vj,,,,https://de.wikipedia.org/wiki/Halleyscher_Komet,39,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,highlight-source-seg_151,2026-06-21 17:14:26.980515+00,part1,vj,,,,https://science.nasa.gov/mission/hubble/overview/about-hubble/,488,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,highlight-source-seg_1582,2026-06-21 17:11:01.930099+00,part1,vj,,,,https://de.wikipedia.org/wiki/Jevons-Paradoxon,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,highlight-source-seg_1582,2026-06-21 17:11:02.226007+00,part1,vj,,,,https://de.wikipedia.org/wiki/Jevons-Paradoxon,17,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:18:01.506581+00,part2,vj,,,Was ist das Ellsberg-Paradoxon in der Entscheidungstheorie?,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:18:09.36455+00,part2,vj,,,,https://de.wikipedia.org/wiki/Avogadro-Konstante,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:20:24.049499+00,part2,vj,,,,https://mars.nasa.gov/,17,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:17:46.693056+00,part2,vj,,,,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,11,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:14:56.339374+00,part1,vj,,,,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,12,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,highlight-source-seg_151,2026-06-21 17:13:31.441061+00,part1,vj,,,,https://science.nasa.gov/moon/facts/,418,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:06:30.551836+00,part1,vj,,,"Servus. Ich benötige die korrekte Antwort für folgende Frage: Welcher exakte Zahlenwert definiert seit der SI-Neudefinition die Planck-Konstante h?

###Gib mir bitte nur die Antwort und eine kurze Begrünung.",,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:19:54.71665+00,part2,vj,,,Wie lange dauert ein mittlerer Sonnentag auf dem Mars?,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:14:56.103588+00,part1,vj,,,,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:14:55.197293+00,part1,vj,,,Wie tief ist das Challenger Deep im Marianengraben?,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:07:02.370951+00,part1,vj,,,,https://de.wikipedia.org/wiki/Plancksches_Wirkungsquantum,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-start,source-link,2026-06-21 17:22:57.646823+00,part2,vj,,,,https://de.wikipedia.org/wiki/Global_Positioning_System,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:12:36.02978+00,part1,vj,,,Wie lange dauert eine vollständige Rotation der Venus um ihre eigene Achse?,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:07:43.061607+00,part1,vj,,,Danke. Nun benötige ich bitte für folgende Frage die Antwort: Welche Zahl gehört zur heutigen SI-Definition der Sekunde über Caesium-133?,,,,
6d7771da-aa68-4091-bbc1-576889442301,3,source-link-hover-end,source-link,2026-06-21 17:21:02.228115+00,part2,vj,,,,https://de.wikipedia.org/wiki/Universal_Product_Code,1061,,
6d7771da-aa68-4091-bbc1-576889442301,3,message-send,chat-input,2026-06-21 17:14:13.935913+00,part1,vj,,,Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops?,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,paste,chat-input,2026-06-21 13:10:13.588399+00,part1,airina,2026-06-21T13:10:13.236Z,"Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie.
",,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,message-send,chat-input,2026-06-21 13:14:13.346477+00,part1,airina,,,"Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol",,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,paste,chat-input,2026-06-21 13:08:36.091754+00,part1,airina,2026-06-21T13:08:35.753Z,Standardatmosphäre,,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-start,highlight-source-seg_108,2026-06-21 13:09:47.018912+00,part1,airina,,,,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,paste,chat-input,2026-06-21 13:14:12.921174+00,part1,airina,2026-06-21T13:14:12.569Z,"Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol",,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,message-send,chat-input,2026-06-21 13:08:26.690509+00,part1,airina,,,standard atmosphare werte in pascal,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-start,highlight-source-seg_174,2026-06-21 13:13:50.80955+00,part1,airina,,,,https://science.nasa.gov/solar-system/comets/1p-halley/,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,message-send,chat-input,2026-06-21 13:08:45.435334+00,part1,airina,,,was ist die Standardatmosphäre werte in Pascal,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-start,highlight-source-seg_108,2026-06-21 13:09:46.85665+00,part1,airina,,,,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,message-send,chat-input,2026-06-21 13:07:41.994675+00,part1,airina,,,was ist die wert von avogadro constant,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,login,login-form-submit,2026-06-21 13:06:15.856718+00,part1,airina,,,,,,alpha,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-click,highlight-source-seg_174,2026-06-21 13:13:51.060656+00,part1,airina,,,,https://science.nasa.gov/solar-system/comets/1p-halley/,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-end,highlight-source-seg_108,2026-06-21 13:09:47.507121+00,part1,airina,,,,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,33,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-end,highlight-source-seg_174,2026-06-21 13:13:51.265358+00,part1,airina,,,,https://science.nasa.gov/solar-system/comets/1p-halley/,481,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-start,source-link,2026-06-21 13:13:15.727636+00,part1,airina,,,,https://plato.stanford.edu/entries/decision-theory/,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,paste,chat-input,2026-06-21 13:13:13.361668+00,part1,airina,2026-06-21T13:13:13.003Z,Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr,,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,message-send,chat-input,2026-06-21 13:15:07.945154+00,part1,airina,,,Welches Produkt wurde 1974 als erstes mit einem UPC-Barcode an einer Supermarktkasse gescannt?,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-start,highlight-source-seg_719,2026-06-21 13:16:04.716174+00,part1,airina,,,,https://www.gpsworld.com/inside-the-box-gps-and-relativity/,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,paste,chat-input,2026-06-21 13:15:07.751683+00,part1,airina,2026-06-21T13:15:06.286Z,Welches Produkt wurde 1974 als erstes mit einem UPC-Barcode an einer Supermarktkasse gescannt?,,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,phase-advance,end-part1-button,2026-06-21 13:17:11.285469+00,part1,airina,2026-06-21T13:17:10.960Z,,,,,alpha,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-end,source-link,2026-06-21 13:18:39.860515+00,part2,airina,,,,https://www.bipm.org/en/measurement-units/base-units,33,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,message-send,chat-input,2026-06-21 13:13:13.917831+00,part1,airina,,,Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-end,highlight-source-seg_719,2026-06-21 13:16:05.270614+00,part1,airina,,,,https://www.gpsworld.com/inside-the-box-gps-and-relativity/,564,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-end,source-link,2026-06-21 13:14:38.051215+00,part1,airina,,,,https://mars.nasa.gov/,50,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,copy,message-1782047947914,2026-06-21 13:19:39.278772+00,part2,airina,,,,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-start,source-link,2026-06-21 13:19:59.232339+00,part2,airina,,,,https://www.britannica.com/biography/William-Stanley-Jevons,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,message-send,chat-input,2026-06-21 13:19:02.039109+00,part2,airina,,,Beschreibe das Jevons-Paradoxon im Bereich der Energieeffizienz.,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,paste,chat-input,2026-06-21 13:20:12.659521+00,part2,airina,2026-06-21T13:20:12.328Z,Wie lange dauert eine vollständige Rotation der Venus um ihre eigene Achse ungefähr?,,,,,
78ab412b-e66b-4894-b99b-49982c2a9bfb,1,source-link-hover-end,source-link,2026-06-21 13:20:21.838992+00,part2,airina,,,,https://www.esa.int/Science_Exploration/Space_Science/Venus_Express,284,,
